CID	Gene	PIP	Posterior_Effect	Posterior_SD	FDR_SIG05
C100008991	APOC1_P02654_OID30749_v1_Inflammation_II	0.999999708610099	-0.347326688026442	0.038865767397854	TRUE
C100006290	PCSK9_Q8NBP7_OID20235_v1_Cardiometabolic	0.999999559076997	0.241255181214064	0.0372229034016508	TRUE
C100008976	APOC1_P02654_OID30749_v1_Inflammation_II	0.999999411240776	-0.329128486432596	0.038888528190899	TRUE
C999923639	AGXT_P21549_OID20139_v1_Cardiometabolic	0.999999395764791	0.441868726937007	0.0475421640581092	TRUE
C100001668	NAPRT_Q6XQN6_OID31114_v1_Neurology_II	0.999998422681855	0.343737582615642	0.0410734975126336	TRUE
C100000616	APOC1_P02654_OID30749_v1_Inflammation_II	0.999998409054991	-0.414389071643771	0.0389468599643614	TRUE
C100002466	DPEP1_P16444_OID20897_v1_Neurology	0.999998302371173	0.129601984603321	0.0143404862491094	TRUE
C100010923	APOC1_P02654_OID30749_v1_Inflammation_II	0.999998198054507	-0.24954103009325	0.0407026860505522	TRUE
C100001882	PCSK9_Q8NBP7_OID20235_v1_Cardiometabolic	0.999997838464423	0.245180376521117	0.0388048530922586	TRUE
C100001022	SOD3_P08294_OID30683_v1_Inflammation_II	0.999997820591349	-0.142444421226834	0.0237947128386266	TRUE
C999912713	COMT_P21964_OID20086_v1_Cardiometabolic	0.999997667273853	-0.668677691491608	0.051440731640244	TRUE
C100003674	DPEP1_P16444_OID20897_v1_Neurology	0.999997266685177	0.151012048783535	0.0201038842908814	TRUE
C100006098	NAPRT_Q6XQN6_OID31114_v1_Neurology_II	0.999997201136323	0.295067238712215	0.0410107708277001	TRUE
C1342	COMT_P21964_OID20086_v1_Cardiometabolic	0.999996904421045	-0.267326893782507	0.0305732196670726	TRUE
C100000616	APOE_P02649_OID30727_v1_Inflammation_II	0.999996064501155	0.106132996754194	0.0164930950212134	TRUE
C999912707	COMT_P21964_OID20086_v1_Cardiometabolic	0.9999955760326	0.556173066787285	0.0324871704076296	TRUE
C100003678	F12_P00748_OID30739_v1_Inflammation_II	0.9999953754344	0.187081701934202	0.0183008444347347	TRUE
C1162	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.999994917490527	1.71780685872809	0.206596068161818	TRUE
C100008991	APOE_P02649_OID30727_v1_Inflammation_II	0.999993755444046	0.0986234558167885	0.0164613085741188	TRUE
C234	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.999989621253978	2.29049504018617	0.207304824175496	TRUE
C100009027	PCSK9_Q8NBP7_OID20235_v1_Cardiometabolic	0.999988554174833	0.234589815195006	0.0372352177575598	TRUE
C313	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.999988219394214	1.74723180205565	0.220923969420946	TRUE
C999912411	ACP6_Q9NPH0_OID21432_v1_Oncology	0.999986488614841	-0.0900470342623298	0.0130750678121887	TRUE
C100004182	SULT2A1_Q06520_OID20508_v1_Inflammation	0.999983496496579	-0.629592386502667	0.0586290186354113	TRUE
C50	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.99998346500392	2.19280643444033	0.221250305509367	TRUE
C100002761	SULT2A1_Q06520_OID20508_v1_Inflammation	0.9999805025095	-0.885455328632179	0.0519943363630787	TRUE
C100002989	APOE_P02649_OID30727_v1_Inflammation_II	0.999973140105861	0.132629994092969	0.0170774150581007	TRUE
C100003258	COMT_P21964_OID20086_v1_Cardiometabolic	0.999971499857612	-1.20685838365585	0.0282244971074086	TRUE
C100008904	PNLIPRP2_P54317_OID20775_v1_Inflammation	0.999968030573442	0.0823408671913339	0.012363271561845	TRUE
C100008976	APOE_P02649_OID30727_v1_Inflammation_II	0.999965650022509	0.0934468664661879	0.0164583346333497	TRUE
C999911444	SERPINA1_P01009_OID30750_v1_Inflammation_II	0.999950215604458	-0.345290789457305	0.0626187412512741	TRUE
C100009376	PNLIPRP2_P54317_OID20775_v1_Inflammation	0.999948255436434	0.0749364960381412	0.0123870867593929	TRUE
C100002015	SULT2A1_Q06520_OID20508_v1_Inflammation	0.999921984879225	0.569366698350736	0.0734684638515218	TRUE
C100008977	APOE_P02649_OID30727_v1_Inflammation_II	0.999863769970024	0.0885686679800651	0.0164385346131769	TRUE
C999912456	SULT2A1_Q06520_OID20508_v1_Inflammation	0.999769123563671	0.55240555461024	0.068837734366477	TRUE
C498	TTR_P02766_OID30782_v1_Inflammation_II	0.999116049354651	0.723693097941226	0.0977829740227039	TRUE
C100003119	NAAA_Q02083_OID20931_v1_Neurology	0.998922461531988	-0.144151868005516	0.0222926333772884	TRUE
C498	TNFSF10_P50591_OID20611_v1_Inflammation	0.99855444759842	-0.407961676327614	0.0721945023470953	TRUE
C999926054	KLK1_P06870_OID21499_v1_Oncology	0.998168800308644	0.151214266495751	0.0191252166799221	TRUE
C100021103	GSTA1_P08263_OID20166_v1_Cardiometabolic	0.997763187135243	-0.30659215294031	0.046610197738003	TRUE
C999912714	ATXN2L_Q8WWM7_OID30980_v1_Neurology_II	0.997371263615241	-3.711294560107	0.699588853346277	TRUE
C999917654	PECR_Q9BY49_OID30228_v1_Cardiometabolic_II	0.996309876892456	-1.27190019577917	0.105032377767076	TRUE
C100001413	NFKBIE_O00221_OID21212_v1_Oncology	0.99591658678474	0.40386820196872	0.080353556700755	TRUE
C100001563	NCAN_O14594_OID21055_v1_Neurology	0.99576175928351	0.328609899621627	0.0705658010527232	TRUE
C100009122	NCAN_O14594_OID21055_v1_Neurology	0.994384879152155	0.336729137110261	0.0716641395562679	TRUE
C100002761	GSTA1_P08263_OID20166_v1_Cardiometabolic	0.993176436529969	-0.264738870857368	0.0496050611880386	TRUE
C827	NFKBIE_O00221_OID21212_v1_Oncology	0.990808901198076	0.370606283045143	0.081021554907551	TRUE
C100009140	NCAN_O14594_OID21055_v1_Neurology	0.98889588948837	0.393529589195101	0.0791289136991661	TRUE
C100021123	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.98757556000627	3.57678824430656	0.592544275452053	TRUE
C100009405	NCAN_O14594_OID21055_v1_Neurology	0.981232983883275	0.458926027945611	0.0935906740007815	TRUE
C999924309	ACOX1_Q15067_OID20124_v1_Cardiometabolic	0.980384415127088	-2.25395580771271	0.442776048203564	TRUE
C100001553	NCAN_O14594_OID21055_v1_Neurology	0.968733884568419	0.280872853884391	0.082775529535696	TRUE
C100002500	SERPINA1_P01009_OID30750_v1_Inflammation_II	0.963955898679114	-0.261419573187663	0.0830270151108825	TRUE
C999921441	SULT2A1_Q06520_OID20508_v1_Inflammation	0.954366254763175	0.4376124043036	0.109782642541945	TRUE
C444	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.937401496377228	2.30689113307879	0.730102247693784	TRUE
C266	NCAN_O14594_OID21055_v1_Neurology	0.935103064742932	0.347593317788755	0.112113507229117	TRUE
C100002990	NCAN_O14594_OID21055_v1_Neurology	0.911540019087857	0.331149555240548	0.122247628787837	TRUE
C2050	NCAN_O14594_OID21055_v1_Neurology	0.903035646364348	0.282516484822418	0.112197750342787	TRUE
C100005351	NCAN_O14594_OID21055_v1_Neurology	0.890827698390059	0.373450468738929	0.145327736774891	TRUE
C100008989	NCAN_O14594_OID21055_v1_Neurology	0.871916690567693	0.348875038265716	0.147709082745251	TRUE
C999924309	EPHX2_P34913_OID20119_v1_Cardiometabolic	0.862542775041132	-0.453309227141084	0.216044683526572	TRUE
C100002003	SULT2A1_Q06520_OID20508_v1_Inflammation	0.833853487313736	-0.717547913665286	0.326896201696982	TRUE
C100015752	SERPINA1_P01009_OID30750_v1_Inflammation_II	0.785949454633456	-0.172500688360931	0.121924880005261	TRUE
C100009026	VMO1_Q7Z5L0_OID21381_v1_Oncology	0.761237239159703	0.0498654650276258	0.0311700576986494	TRUE
C100002990	ANGPTL3_Q9Y5C1_OID20407_v1_Cardiometabolic	0.757924570611315	-0.256333107658607	0.151915810651322	TRUE
C999923641	TIMP4_Q99727_OID21147_v1_Neurology	0.757402296200517	0.199337376196293	0.120542043545768	TRUE
C100001552	NCAN_O14594_OID21055_v1_Neurology	0.622102653022989	0.210602337654779	0.173214814168318	TRUE
C171	GMPR_P36959_OID20641_v1_Inflammation	0.615679540736313	-0.156159936589647	0.127409482326067	TRUE
C1538	APOA1_P02647_OID30769_v1_Inflammation_II	0.573544285258269	-0.289285542194767	0.346357336298867	TRUE
C445	DNAJA4_Q8WW22_OID31130_v1_Neurology_II	0.572227972156763	-0.268453034582248	0.246793063627359	TRUE
C100021000	APOA1_P02647_OID30769_v1_Inflammation_II	0.559020002987356	-0.141357850778746	0.208397901338303	TRUE
C189	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.558363702772968	2.47051258456116	2.22142835387179	TRUE
C100002990	APOE_P02649_OID30727_v1_Inflammation_II	0.547002808412597	0.0168464091439295	0.0280172668262143	TRUE
C1342	DDC_P20711_OID20215_v1_Cardiometabolic	0.535249893777589	0.0431090635228721	0.0554084082282409	TRUE
C100001104	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II	0.534030258375111	0.0547083067163125	0.0702219319979688	TRUE
C999918913	EPHX2_P34913_OID20119_v1_Cardiometabolic	0.468473357108541	0.0990357581272083	0.138460000148984	FALSE
C100001254	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II	0.463426327504954	0.0538707487310075	0.0742839051872011	FALSE
C100000966	QPCT_Q16769_OID20320_v1_Cardiometabolic	0.427629519008295	0.06351538407291	0.101927250353784	FALSE
C100004499	OPLAH_O14841_OID30201_v1_Cardiometabolic_II	0.331522389481163	-0.0675107494921762	0.11442186572435	FALSE
C100006378	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II	0.326997477182572	0.0328495698774583	0.0578309004993112	FALSE
C999918922	REG4_Q9BYZ8_OID20784_v1_Inflammation	0.306880566013082	0.0491227161737452	0.0870107935488405	FALSE
C100001256	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II	0.30450366842681	0.0341524044217274	0.061428311422143	FALSE
C100002070	PDCD1_Q15116_OID21396_v1_Oncology	0.299038903101064	0.0420621573349523	0.0767024245672286	FALSE
C100020372	CHCHD10_Q8WYQ3_OID31116_v1_Neurology_II	0.297354689377066	-0.117754893239497	0.225341119655495	FALSE
C999911444	SERPINA11_Q86U17_OID20281_v1_Cardiometabolic	0.292642344635964	-0.00280070704078127	0.00744824439483511	FALSE
C100015962	MFAP4_P55083_OID30598_v1_Inflammation_II	0.285842355150506	-0.0312815663650939	0.0605482627466371	FALSE
C100001435	APOA1_P02647_OID30769_v1_Inflammation_II	0.277699622425146	0.0670089693906472	0.149517062685317	FALSE
C100006296	APOA1_P02647_OID30769_v1_Inflammation_II	0.275206396729545	-0.0905672198732136	0.186029813675171	FALSE
C999918899	EPHX2_P34913_OID20119_v1_Cardiometabolic	0.25107806940132	-0.0362471229862919	0.0880342497266673	FALSE
C100015752	SERPINA11_Q86U17_OID20281_v1_Cardiometabolic	0.237326216286621	-0.000454046015883263	0.00356475530088478	FALSE
C100010895	CDA_P32320_OID30345_v1_Cardiometabolic_II	0.209383350242676	0.00507584235217754	0.0145615457025576	FALSE
C100001654	APOA1_P02647_OID30769_v1_Inflammation_II	0.201656236669142	-0.0105521333311103	0.0486870603100259	FALSE
C100010922	APOA1_P02647_OID30769_v1_Inflammation_II	0.201315615487169	0.052180873327329	0.136002542066629	FALSE
C100000015	KYNU_Q16719_OID20669_v1_Inflammation	0.193964853557446	0.0227032290873751	0.0576258595774981	FALSE
C100010940	APOA1_P02647_OID30769_v1_Inflammation_II	0.161959490560193	0.0416258019728131	0.125237029298768	FALSE
C100015789	APOA1_P02647_OID30769_v1_Inflammation_II	0.159697944157277	-0.0130819767873098	0.0567167460470971	FALSE
C100000265	IDO1_P14902_OID31050_v1_Neurology_II	0.13290530085598	0.0156903294596692	0.0461219572703677	FALSE
C100000265	IDO1_P14902_OID30563_v1_Inflammation_II	0.132671266144532	0.015622813002565	0.0462231931862592	FALSE
C100001551	NCAN_O14594_OID21055_v1_Neurology	0.127715220658874	0.0129152148322107	0.0411253654802414	FALSE
C100000265	IDO1_P14902_OID31474_v1_Oncology_II	0.115410308161761	0.013179724245421	0.0414895888163353	FALSE
C1021	OPLAH_O14841_OID30201_v1_Cardiometabolic_II	0.104585306504302	-0.0136673937790636	0.0461145367200597	FALSE
C100000265	IDO1_P14902_OID30230_v1_Cardiometabolic_II	0.104265355742969	0.00923232959994505	0.0311064661864564	FALSE
C100020478	ECI2_O75521_OID30142_v1_Cardiometabolic_II	0.101459275139667	0.0489800802418389	0.147014378899913	FALSE
C407	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.0964379746401561	0.477579993259564	1.48726517341355	FALSE
C100001384	APOA1_P02647_OID30769_v1_Inflammation_II	0.0858740671936418	0.00437719203478546	0.0325210290179888	FALSE
C100020414	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II	0.0843542766741298	-0.000874222304784265	0.012839704402912	FALSE
C100009148	NCAN_O14594_OID21055_v1_Neurology	0.0842182293201947	0.0165362772596084	0.0640379667847667	FALSE
C100020372	KYAT1_Q16773_OID20232_v1_Cardiometabolic	0.0610315578490802	0.00728679205535712	0.0390733295014664	FALSE
C100000406	SORD_Q00796_OID21453_v1_Oncology	0.052408799579179	-0.000887711786494504	0.0122129538251392	FALSE
C100020219	KYAT1_Q16773_OID20232_v1_Cardiometabolic	0.04089990990725	0.00526521602647461	0.0341643445465261	FALSE
C100001293	VGF_O15240_OID31067_v1_Neurology_II	0.0400330388485655	0.00506948936082596	0.0418637031418091	FALSE
C100020372	SUSD2_Q9UGT4_OID21098_v1_Neurology	0.0360646072846325	0.000447677791820202	0.00520743209346894	FALSE
C100009345	ATRAID_Q6UW56_OID31451_v1_Oncology_II	0.0343255664574741	0.000879313060021479	0.00749533995720142	FALSE
C100001466	CD38_P28907_OID21316_v1_Oncology	0.0236354083009687	0.000730440253779308	0.00591446038748834	FALSE
C100002023	SULT2A1_Q06520_OID20508_v1_Inflammation	0.0214018272978248	-0.0301270749849606	0.203958521941503	FALSE
C100021198	CHMP1A_Q9HD42_OID20930_v1_Neurology	0.0211459863157808	0.0267322916087916	0.182952926681263	FALSE
C100001254	GSTP1_P09211_OID20876_v1_Neurology	0.0148582980749923	-0.000179569625889446	0.00698011766951608	FALSE
C407	PLA2G15_Q8NCC3_OID21473_v1_Oncology	0.0118667553242096	0.000271247071012764	0.00483598413211366	FALSE
C999912707	SULT1A1_P50225_OID21031_v1_Neurology	0.0110150199869982	0.00108119154998289	0.0169630025751242	FALSE
C100000616	ATRAID_Q6UW56_OID31451_v1_Oncology_II	0.00932790996116661	8.7506287780569e-05	0.00241586442769316	FALSE
C100002026	SULT2A1_Q06520_OID20508_v1_Inflammation	0.00906475472107771	8.01111832923774e-05	0.00465849986756609	FALSE
C999912689	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.00699498675564914	-0.0225802414900756	0.27215255236699	FALSE
C100021502	ECI2_O75521_OID30142_v1_Cardiometabolic_II	0.00620537579027258	0.00411872570105651	0.0523402040757873	FALSE
C445	NT5C3A_Q9H0P0_OID20553_v1_Inflammation	0.00522893666661906	0.000281758346466638	0.0103370268650121	FALSE
C100020414	CD5_P06127_OID21449_v1_Oncology	0.00349802666768595	0.000884066801435011	0.0155017140911346	FALSE
C999924328	TIMP4_Q99727_OID21147_v1_Neurology	0.00202829733942989	0.000113731397442523	0.00333440653727788	FALSE
C100015586	APOA1_P02647_OID30769_v1_Inflammation_II	0.00166034121948344	-0.000416290477564103	0.0130537402547868	FALSE
C535	CDA_P32320_OID30345_v1_Cardiometabolic_II	0.00164830178693964	-0.000312791062726335	0.00777190350888046	FALSE
C35	LHPP_Q9H008_OID20749_v1_Inflammation	0.00148883695994761	-1.93100080115158e-05	0.00126080935610913	FALSE
C231	RTBDN_Q9BSG5_OID21343_v1_Oncology	0.00147459847812159	-0.000277846658485883	0.00765449003574455	FALSE
C100021198	DPEP1_P16444_OID20897_v1_Neurology	0.00140745279922994	-0.000184624002224234	0.00494799187965021	FALSE
C100020414	F2_P00734_OID30723_v1_Inflammation_II	0.000736873455941645	-0.000118319595965963	0.00469268512715336	FALSE
C100002761	LTA_P01374_OID20586_v1_Inflammation	0.000411354187044632	-1.30527896092608e-05	0.000730029896772561	FALSE
C100001413	CFB_P00751_OID30755_v1_Inflammation_II	0.000347750145239467	-2.22182490450334e-05	0.00130370693065088	FALSE
C100009161	APOA1_P02647_OID30769_v1_Inflammation_II	0.000325705142767529	-9.0415689017812e-05	0.00619382144621988	FALSE
C100021103	AIF1_P55008_OID21234_v1_Oncology	0.000317991342979052	-4.81356346931929e-05	0.00301144968641345	FALSE
C100002500	SERPINA11_Q86U17_OID20281_v1_Cardiometabolic	0.000316026607744657	2.38474700138424e-06	0.000375053989795931	FALSE
C444	PLA2G15_Q8NCC3_OID21473_v1_Oncology	0.000253890805008594	-3.84158713105723e-05	0.00249760867348462	FALSE
C100021000	ZPR1_O75312_OID30801_v1_Neurology_II	0.000238777130196155	-0.00017574681556257	0.0123756136439212	FALSE
C100020414	UBE2L6_O14933_OID30321_v1_Cardiometabolic_II	0.000232128830850775	-2.92310540059009e-05	0.00213812563203609	FALSE
C100002761	AIF1_P55008_OID21234_v1_Oncology	0.000210264307804131	-2.80214266050844e-05	0.00226599368596695	FALSE
C827	GSTA1_P08263_OID20166_v1_Cardiometabolic	0.000202043812999264	-2.9254537774353e-05	0.00215978326018576	FALSE
C827	TNXB_P22105_OID21107_v1_Neurology	0.000195697243725923	1.19798482860225e-05	0.000943302019874507	FALSE
C100020414	FOLH1_Q04609_OID30430_v1_Inflammation_II	0.000186073274413112	6.59048343411521e-05	0.00539144918113432	FALSE
C100002761	BTN2A1_Q7KYR7_OID20713_v1_Inflammation	0.000172944631561145	-7.76002348193052e-06	0.000747227091690674	FALSE
C100020414	ASRGL1_Q7L266_OID30283_v1_Cardiometabolic_II	0.000171070083771929	-2.28815990377406e-05	0.00188204989304977	FALSE
C100021103	CFB_P00751_OID30755_v1_Inflammation_II	0.000158064058935592	-5.68114944831584e-06	0.000540115038595204	FALSE
C100002761	AGER_Q15109_OID20756_v1_Inflammation	0.000146034456942057	1.24103967064773e-05	0.00130800367914718	FALSE
C100002761	CDSN_Q15517_OID20667_v1_Inflammation	0.000145914261057367	-3.0916269574576e-06	0.000335396554827175	FALSE
C100002761	HLA-E_P13747_OID20532_v1_Inflammation	0.000135897087706227	-4.37726610082673e-06	0.000502478164185548	FALSE
C100002990	MIA_Q16674_OID21531_v1_Oncology	0.000132578673127326	1.88917317656107e-06	0.000234397068529382	FALSE
C100002761	CFB_P00751_OID30755_v1_Inflammation_II	0.00012879002640942	-3.81550304982343e-06	0.000444107022396523	FALSE
C100002761	CLIC5_Q9NZA1_OID30890_v1_Neurology_II	0.000127608607002005	3.43962233104e-05	0.00326353980103431	FALSE
C100002990	PINLYP_A6NC86_OID30651_v1_Inflammation_II	0.000126890937662161	2.26994093289275e-06	0.000249222762672308	FALSE
C100002761	MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation	0.0001235362747255	1.31404113802453e-06	0.000168706569034303	FALSE
C100001104	FOLH1_Q04609_OID30430_v1_Inflammation_II	0.000119188545755544	-3.79928060025352e-05	0.00392376773161706	FALSE
C100020372	DBH_P09172_OID30703_v1_Inflammation_II	0.000114064753947485	2.06551644758806e-06	0.000226351919447865	FALSE
C999921441	APOE_P02649_OID30727_v1_Inflammation_II	0.000113420896014738	-2.97780419890981e-06	0.0003183191473848	FALSE
C827	BTN2A1_Q7KYR7_OID20713_v1_Inflammation	0.000113211756471721	-8.49964049814857e-06	0.000900231083425929	FALSE
C100001293	PILRB_Q9UKJ0_OID20197_v1_Cardiometabolic	0.000110391360677808	3.31393717109549e-06	0.000340377565934346	FALSE
C100002761	BTN3A2_P78410_OID20540_v1_Inflammation	0.000109993721830515	1.74910707042729e-06	0.000258620211124705	FALSE
C100001293	PILRA_Q9UKJ1_OID21129_v1_Neurology	0.000109931390448681	3.69780191484506e-06	0.000381331345195724	FALSE
C100002761	TNXB_P22105_OID21107_v1_Neurology	0.000109249472475814	2.2372560205221e-06	0.000339521704538901	FALSE
C100021103	TNXB_P22105_OID21107_v1_Neurology	0.000108758278072774	2.7808600818073e-06	0.00035921587875795	FALSE
C100001437	GSTT2B_P0CG30_OID31097_v1_Neurology_II	0.000107926029586869	5.5222577080113e-06	0.000551029948754921	FALSE
C1538	ROBO4_Q8WZ75_OID30226_v1_Cardiometabolic_II	0.00010183579426859	2.98820535977601e-05	0.00328483761036975	FALSE
C100002761	HCG22_E2RYF7_OID30088_v1_Cardiometabolic_II	0.000101252381728978	3.07409810695216e-06	0.0004501681601251	FALSE
