CID	Gene	PIP	Posterior_Effect	Posterior_SD	FDR_SIG05
C100008991	APOC1_P02654_OID30749_v1_Inflammation_II	0.999999708610099	-0.347326688026442	0.038865767397854	TRUE
C100006290	PCSK9_Q8NBP7_OID20235_v1_Cardiometabolic	0.999999559076997	0.241255181214064	0.0372229034016508	TRUE
C100008976	APOC1_P02654_OID30749_v1_Inflammation_II	0.999999411240776	-0.329128486432596	0.038888528190899	TRUE
C999923639	AGXT_P21549_OID20139_v1_Cardiometabolic	0.999999395764791	0.441868726937007	0.0475421640581092	TRUE
C100001668	NAPRT_Q6XQN6_OID31114_v1_Neurology_II	0.999998422681855	0.343737582615642	0.0410734975126336	TRUE
C100000616	APOC1_P02654_OID30749_v1_Inflammation_II	0.999998409054991	-0.414389071643771	0.0389468599643614	TRUE
C100002466	DPEP1_P16444_OID20897_v1_Neurology	0.999998302371173	0.129601984603321	0.0143404862491094	TRUE
C100010923	APOC1_P02654_OID30749_v1_Inflammation_II	0.999998198054507	-0.24954103009325	0.0407026860505522	TRUE
C100001882	PCSK9_Q8NBP7_OID20235_v1_Cardiometabolic	0.999997838464423	0.245180376521117	0.0388048530922586	TRUE
C100001022	SOD3_P08294_OID30683_v1_Inflammation_II	0.999997820591349	-0.142444421226834	0.0237947128386266	TRUE
C999912713	COMT_P21964_OID20086_v1_Cardiometabolic	0.999997667273853	-0.668677691491608	0.051440731640244	TRUE
C100003674	DPEP1_P16444_OID20897_v1_Neurology	0.999997266685177	0.151012048783535	0.0201038842908814	TRUE
C100006098	NAPRT_Q6XQN6_OID31114_v1_Neurology_II	0.999997201136323	0.295067238712215	0.0410107708277001	TRUE
C1342	COMT_P21964_OID20086_v1_Cardiometabolic	0.999996904421045	-0.267326893782507	0.0305732196670726	TRUE
C100000616	APOE_P02649_OID30727_v1_Inflammation_II	0.999996064501155	0.106132996754194	0.0164930950212134	TRUE
C999912707	COMT_P21964_OID20086_v1_Cardiometabolic	0.9999955760326	0.556173066787285	0.0324871704076296	TRUE
C100003678	F12_P00748_OID30739_v1_Inflammation_II	0.9999953754344	0.187081701934202	0.0183008444347347	TRUE
C1162	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.999994917490527	1.71780685872809	0.206596068161818	TRUE
C100008991	APOE_P02649_OID30727_v1_Inflammation_II	0.999993755444046	0.0986234558167885	0.0164613085741188	TRUE
C234	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.999989621253978	2.29049504018617	0.207304824175496	TRUE
C100009027	PCSK9_Q8NBP7_OID20235_v1_Cardiometabolic	0.999988554174833	0.234589815195006	0.0372352177575598	TRUE
C313	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.999988219394214	1.74723180205565	0.220923969420946	TRUE
C999912411	ACP6_Q9NPH0_OID21432_v1_Oncology	0.999986488614841	-0.0900470342623298	0.0130750678121887	TRUE
C100004182	SULT2A1_Q06520_OID20508_v1_Inflammation	0.999983496496579	-0.629592386502667	0.0586290186354113	TRUE
C50	SLMAP_Q14BN4_OID31441_v1_Oncology_II	0.99998346500392	2.19280643444033	0.221250305509367	TRUE
C100002761	SULT2A1_Q06520_OID20508_v1_Inflammation	0.9999805025095	-0.885455328632179	0.0519943363630787	TRUE
C100002989	APOE_P02649_OID30727_v1_Inflammation_II	0.999973140105861	0.132629994092969	0.0170774150581007	TRUE
C100003258	COMT_P21964_OID20086_v1_Cardiometabolic	0.999971499857612	-1.20685838365585	0.0282244971074086	TRUE
C100008904	PNLIPRP2_P54317_OID20775_v1_Inflammation	0.999968030573442	0.0823408671913339	0.012363271561845	TRUE
C100008976	APOE_P02649_OID30727_v1_Inflammation_II	0.999965650022509	0.0934468664661879	0.0164583346333497	TRUE
C999911444	SERPINA1_P01009_OID30750_v1_Inflammation_II	0.999950215604458	-0.345290789457305	0.0626187412512741	TRUE
C100009376	PNLIPRP2_P54317_OID20775_v1_Inflammation	0.999948255436434	0.0749364960381412	0.0123870867593929	TRUE
C100002015	SULT2A1_Q06520_OID20508_v1_Inflammation	0.999921984879225	0.569366698350736	0.0734684638515218	TRUE
C100008977	APOE_P02649_OID30727_v1_Inflammation_II	0.999863769970024	0.0885686679800651	0.0164385346131769	TRUE
C999912456	SULT2A1_Q06520_OID20508_v1_Inflammation	0.999769123563671	0.55240555461024	0.068837734366477	TRUE
C498	TTR_P02766_OID30782_v1_Inflammation_II	0.999116049354651	0.723693097941226	0.0977829740227039	TRUE
C100003119	NAAA_Q02083_OID20931_v1_Neurology	0.998922461531988	-0.144151868005516	0.0222926333772884	TRUE
C498	TNFSF10_P50591_OID20611_v1_Inflammation	0.99855444759842	-0.407961676327614	0.0721945023470953	TRUE
C999926054	KLK1_P06870_OID21499_v1_Oncology	0.998168800308644	0.151214266495751	0.0191252166799221	TRUE
C100021103	GSTA1_P08263_OID20166_v1_Cardiometabolic	0.997763187135243	-0.30659215294031	0.046610197738003	TRUE
C999912714	ATXN2L_Q8WWM7_OID30980_v1_Neurology_II	0.997371263615241	-3.711294560107	0.699588853346277	TRUE
C999917654	PECR_Q9BY49_OID30228_v1_Cardiometabolic_II	0.996309876892456	-1.27190019577917	0.105032377767076	TRUE
C100001413	NFKBIE_O00221_OID21212_v1_Oncology	0.99591658678474	0.40386820196872	0.080353556700755	TRUE
C100001563	NCAN_O14594_OID21055_v1_Neurology	0.99576175928351	0.328609899621627	0.0705658010527232	TRUE
C100009122	NCAN_O14594_OID21055_v1_Neurology	0.994384879152155	0.336729137110261	0.0716641395562679	TRUE
C100002761	GSTA1_P08263_OID20166_v1_Cardiometabolic	0.993176436529969	-0.264738870857368	0.0496050611880386	TRUE
C827	NFKBIE_O00221_OID21212_v1_Oncology	0.990808901198076	0.370606283045143	0.081021554907551	TRUE
C100009140	NCAN_O14594_OID21055_v1_Neurology	0.98889588948837	0.393529589195101	0.0791289136991661	TRUE
C100021123	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.98757556000627	3.57678824430656	0.592544275452053	TRUE
C100009405	NCAN_O14594_OID21055_v1_Neurology	0.981232983883275	0.458926027945611	0.0935906740007815	TRUE
C999924309	ACOX1_Q15067_OID20124_v1_Cardiometabolic	0.980384415127088	-2.25395580771271	0.442776048203564	TRUE
C100001553	NCAN_O14594_OID21055_v1_Neurology	0.968733884568419	0.280872853884391	0.082775529535696	TRUE
C100002500	SERPINA1_P01009_OID30750_v1_Inflammation_II	0.963955898679114	-0.261419573187663	0.0830270151108825	TRUE
C999921441	SULT2A1_Q06520_OID20508_v1_Inflammation	0.954366254763175	0.4376124043036	0.109782642541945	TRUE
C444	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.937401496377228	2.30689113307879	0.730102247693784	TRUE
C266	NCAN_O14594_OID21055_v1_Neurology	0.935103064742932	0.347593317788755	0.112113507229117	TRUE
C100002990	NCAN_O14594_OID21055_v1_Neurology	0.911540019087857	0.331149555240548	0.122247628787837	TRUE
C2050	NCAN_O14594_OID21055_v1_Neurology	0.903035646364348	0.282516484822418	0.112197750342787	TRUE
C100005351	NCAN_O14594_OID21055_v1_Neurology	0.890827698390059	0.373450468738929	0.145327736774891	TRUE
C100008989	NCAN_O14594_OID21055_v1_Neurology	0.871916690567693	0.348875038265716	0.147709082745251	TRUE
C999924309	EPHX2_P34913_OID20119_v1_Cardiometabolic	0.862542775041132	-0.453309227141084	0.216044683526572	TRUE
C100002003	SULT2A1_Q06520_OID20508_v1_Inflammation	0.833853487313736	-0.717547913665286	0.326896201696982	TRUE
C100015752	SERPINA1_P01009_OID30750_v1_Inflammation_II	0.785949454633456	-0.172500688360931	0.121924880005261	TRUE
C100009026	VMO1_Q7Z5L0_OID21381_v1_Oncology	0.761237239159703	0.0498654650276258	0.0311700576986494	TRUE
C100002990	ANGPTL3_Q9Y5C1_OID20407_v1_Cardiometabolic	0.757924570611315	-0.256333107658607	0.151915810651322	TRUE
C999923641	TIMP4_Q99727_OID21147_v1_Neurology	0.757402296200517	0.199337376196293	0.120542043545768	TRUE
C100001552	NCAN_O14594_OID21055_v1_Neurology	0.622102653022989	0.210602337654779	0.173214814168318	TRUE
C171	GMPR_P36959_OID20641_v1_Inflammation	0.615679540736313	-0.156159936589647	0.127409482326067	TRUE
C1538	APOA1_P02647_OID30769_v1_Inflammation_II	0.573544285258269	-0.289285542194767	0.346357336298867	TRUE
C445	DNAJA4_Q8WW22_OID31130_v1_Neurology_II	0.572227972156763	-0.268453034582248	0.246793063627359	TRUE
C100021000	APOA1_P02647_OID30769_v1_Inflammation_II	0.559020002987356	-0.141357850778746	0.208397901338303	TRUE
C189	SMPD3_Q9NY59_OID30477_v1_Inflammation_II	0.558363702772968	2.47051258456116	2.22142835387179	TRUE
C100002990	APOE_P02649_OID30727_v1_Inflammation_II	0.547002808412597	0.0168464091439295	0.0280172668262143	TRUE
C1342	DDC_P20711_OID20215_v1_Cardiometabolic	0.535249893777589	0.0431090635228721	0.0554084082282409	TRUE
C100001104	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II	0.534030258375111	0.0547083067163125	0.0702219319979688	TRUE
